x,,
747,Alcohol and nicotine co-dependence,
748,Pulmonary function (smoking interaction),
749,Hematology traits,
750,Leishmaniasis (visceral),
751,Bipolar disorder (mania),
752,Hepatitis C induced liver cirrhosis,
753,Squamous cell carcinoma,
754,&beta;2-Glycoprotein I (&beta;2-GPI) plasma levels,
755,End-stage coagulation,
756,Schizophrenia (negative symptoms),
757,Corneal structure,
758,Cystic fibrosis-related diabetes,
759,Coronary arterial lesions in patients with Kawasaki disease,
760,Serum selenium levels,
761,Primary tooth development (time to first tooth eruption),
762,Primary tooth development (number of teeth),
763,Anorexia nervosa,
764,Bulimia nervosa,
765,Eating disorders (purging via substances),
766,Eating disorders,
767,Congenital heart malformation,
768,Coronary artery calcification,
769,Blood trace element (Se levels),
770,Brain connectivity,
771,Response to antidepressant treatment (citalopram),
772,Osteosarcoma,
773,Hypersomnia (HLA-DQB1*06:02 negative),
774,Adverse response to chemotherapy (neutropenia/leucopenia) (carboplatin),
775,Adverse response to chemotherapy (neutropenia/leucopenia) (all antimicrotubule drugs),
776,Adverse response to chemotherapy (neutropenia/leucopenia) (paclitaxel),
777,Pit-and-Fissure caries,
778,Smooth-surface caries,
779,Vitiligo (non-segmental),
780,Central corneal thickness,
781,Body mass index in non-asthmatics,
782,Response to anti-TNF therapy in rheumatoid arthritis,
783,DNA methylation (variation),
784,DNA methylation (parent-of-origin),
785,Wegener's granulomatosis,
786,Non-word repetition,
787,Word reading,
788,Age-related macular degeneration (extreme sampling),
789,Multiple myeloma (IgH translocation),
790,Multiple myeloma (hyperdiploidy),
791,Ovarian cancer in BRCA1 mutation carriers,
792,B cell non-Hodgkin lymphoma,
793,Sexual dimorphism in anthropometric traits,
794,Sunburns,
795,Hair color,
796,Retinal arteriolar caliber,
797,Tanning,
798,Paclitaxel-induced neuropathy,
799,Migraine,
800,Migraine with aura,
801,Migraine - clinic-based,
802,Fat distribution (HIV),
803,Aortic-valve calcification,
804,Allergic sensitization,
805,Cervical cancer,
806,Self-reported allergy,
807,Homocysteine levels,
808,Psychosis (methamphetamine induced),
809,Circulating myeloperoxidase levels (plasma),
810,Circulating myeloperoxidase levels (serum),
811,Callous-unemotional behaviour,
812,Fetal hemoglobin levels,
813,Attention deficit hyperactivity disorder (combined symptoms),
814,Attention deficit hyperactivity disorder (hyperactivity-impulsivity symptoms),
815,Attention deficit hyperactivity disorder (inattention symptoms),
816,Brugada syndrome,
817,Body mass index in asthmatics,
818,Brain structure (temporal lobe volume),
819,Brain structure (hippocampal volume),
820,Crohn's disease (time to surgery),
821,Waist circumference,
822,Allergic dermatitis (nickel),
823,Personality dimensions,
824,Molar-incisor hypomineralization,
825,Myopia (severe),
826,Axial length,
827,Immune reponse to smallpox (secreted IFN-alpha),
828,Immune response to smallpox vaccine (IL-6),
829,Immune reponse to smallpox (secreted IL-10),
830,Immune reponse to smallpox (secreted TNF-alpha),
831,Immune reponse to smallpox (secreted IL-12p40),
832,Economic and political preferences,
833,Economic and political preferences (environmentalism),
834,Economic and political preferences (fairness),
835,Economic and political preferences (feminism/equality),
836,Economic and political preferences (immigration/crime),
837,Economic and political preferences (time),
838,Response to angiotensin II receptor blocker therapy (opposite direction w/ diuretic therapy),
839,Breast size,
840,Hippocampal atrophy,
841,Insomnia (caffeine-induced),
842,Osteoarthritis,
843,Response to citalopram treatment,
844,Cortical thickness,
845,Bipolar disorder and schizophrenia,
846,Temperament,
847,Hepatitis B (viral clearance),
848,Bipolar disorder,
849,Age-related macular degeneration (choroidal neovascularisation),
850,Age-related macular degeneration (CNV vs. GA),
851,Age-related macular degeneration (geographic atrophy),
852,Visceral fat,
853,Activated partial thromboplastin time,
854,Prothrombin time,
855,Insulin-related traits,
856,C-reactive protein and white blood cell count,
857,Glaucoma,
858,Lung adenocarcinoma,
859,Sex hormone-binding globulin levels,
860,Hepatocellular carcinoma,
861,Sclerosing cholangitis and ulcerative colitis (combined),
862,Gambling,
863,Renal function-related traits (BUN),
864,Cannabis use (initiation),
865,Resistin levels,
866,Hepatitis C induced liver fibrosis,
867,Orofacial clefts,
868,Thyrotoxic hypokalemic periodic paralysis,
869,Response to fenofibrate,
870,Renal function-related traits (sCR),
871,Renal function-related traits (eGRFcrea),
872,Tourette syndrome,
873,Malaria,
874,Lentiform nucleus volume,
875,Airflow obstruction,
876,Glaucoma (primary angle closure),
877,Generalized epilepsy,
878,Response to platinum-based chemotherapy in non-small-cell lung cancer,
879,Vitiligo,
880,Pain,
881,Mean platelet volume,
882,Intracranial aneurysm,
883,Esophageal cancer (squamous cell),
884,Hematocrit,
885,RR interval (heart rate),
886,Matrix metalloproteinase levels,
887,Periodontitis,
888,Pulmonary function,
889,Carotid atherosclerosis in HIV infection,
890,HIV-1 control,
891,Major depressive disorder (broad),
892,Chronic hepatitis C infection,
893,Osteoporosis,
894,Hearing impairment,
895,Angiotensin-converting enzyme activity,
896,Two-hour glucose challenge,
897,Interleukin-18 levels,
898,Soluble levels of adhesion molecules,
899,Neutrophil count,
900,Eosinophilic esophagitis (pediatric),
901,C4b binding protein levels,
902,Urinary bladder cancer,
903,Response to statin therapy,
904,Longevity,
905,Creatinine levels,
906,Bipolar I disorder,
907,Mortality in heart failure,
908,Optic nerve measurement (disc area),
909,Paget's disease,
910,Cleft lip,
911,Optic nerve measurement (cup area),
912,Optic nerve measurement (rim area),
913,Alzheimer's disease,
914,Biliary atresia,
915,Nasopharyngeal carcinoma,
916,Platelet aggregation,
917,Partial epilepsies,
918,Testicular germ cell cancer,
919,Osteoporosis-related phenotypes,
920,Optic disc parameters,
921,Phytosterol levels,
922,Conduct disorder (symptom count),
923,Conduct disorder,
924,Anger,
925,Pulmonary emphysema,
926,Puberty onset (genital enlargement),
927,Puberty onset,
928,Puberty onset (breast development),
929,Thyroid peroxidase antibody positivity,
930,Thyroid peroxidase antibody levels,
931,Type 2 diabetes (young onset) and obesity,
932,Chronic obstructive pulmonary disease (severe),
933,Urinary metabolites (H-NMR features),
934,Parent of origin effect on language impairment (paternal),
935,Urinary uromodulin levels,
936,Intracerebral hemorrhage,
937,Cognitive function,
938,Serum metabolite levels,
939,Serum thyroid-stimulating hormone levels,
940,Social communication problems,
941,Serum vitamin D-binding protein levels,
942,Response to methotrexate in juvenile idiopathic arthritis,
943,Prostate cancer (early onset),
944,Blood metabolite levels,
945,P wave duration,
946,PR segment,
947,Pulse pressure in young-onset hypertension,
948,Free thyroxine concentration,
949,Morphine dose requirement in tonsillectomy and adenoidectomy surgery,
950,Irritable bowel syndrome,
951,Glioma (high-grade),
952,Lung function (forced vital capacity),
953,Lupus nephritis in systemic lupus erythematosus,
954,Exfoliation glaucoma or exfoliation syndrome,
955,Asthma (sex interaction),
956,Birdshot chorioretinopathy,
957,"Bone mineral density (paediatric, lower limb)",
958,"Bone mineral density (paediatric, upper limb)",
959,Suicide attempts in depression or bipolar disorder,
960,Neuropathic pain in type 2 diabetes,
961,Response to radiotherapy in prostate cancer (toxicity),
962,Blood metabolite ratios,
963,Response to haloperidol in psychosis,
964,Lung function (forced expiratory volume in 1 second),
965,Local histogram emphysema pattern,
966,"Bone mineral density (paediatric, skull)",
967,Chronic obstructive pulmonary disease (moderate to severe),
968,Plasma amyloid beta peptide concentrations (ABx-42),
969,Plasma amyloid beta peptide concentrations (ABx-40),
970,Response to methotrexate in rheumatoid arthritis,
971,White matter hyperintensity volume in cerebral autosomal-dominant arteriopathy with subcortical infarcts and leukoencephalopathy,
972,Cleft plate (environmental tobacco smoke interaction),
973,Plasma plasminogen activator levels,
974,Urinary albumin excretion rate in type 1 diabetes,
975,Anterior chamber depth,
976,Plasma homocysteine levels (post-methionine load test),
977,Lung cancer (smoking interaction),
978,Preschool internalizing problems,
979,Resting heart rate,
980,Response to methylphenidate treatment in attention-deficit/hyperactivity disorder (blood pressure),
981,Optic nerve measurement (cup-to-disc ratio),
982,Serum IgA levels,
983,Longevity (85 years and older),
984,"Osteoarthritis (hand, severe)",
985,Non-small cell lung cancer (recurrence rate),
986,Plasma thyroid-stimulating hormone levels,
987,Colorectal cancer (diet interaction),
988,C-reactive protein levels,
989,Fractional exhaled nitric oxide (childhood),
990,Plasma cystastin c levels in acute coronary syndrome,
991,Asthma and hay fever,
992,Thrombin generation potential phenotypes,
993,Anxiety and major depressive disorder,
994,Resting oxygen saturation in chronic osbtructive pulmonary disease (pulse oxymetry),
995,Plasma omega-6 polyunsaturated fatty acid levels (adrenic acid),
996,IgE levels in asthmatics (D.p. specific),
997,IgE levels in asthmatics (D.f. specific),
998,Adverse response to chemotherapy (neutropenia/leucopenia) (cyclophosphamide),
999,Adverse response to chemotherapy (neutropenia/leucopenia) (all platinum-based drugs),
1000,Adverse response to chemotherapy (neutropenia/leucopenia) (cisplatin),
1001,Adverse response to chemotherapy (neutropenia/leucopenia) (all anthracycline-based drugs),
1002,Adverse response to chemotherapy (neutropenia/leucopenia) (doxorubicin),
1003,Adverse response to chemotherapy (neutropenia/leucopenia) (epirubicin),
1004,Adverse response to chemotherapy (neutropenia/leucopenia) (all antimetabolite drugs),
1005,Adverse response to chemotherapy (neutropenia/leucopenia) (5-fluorouracil),
1006,Adverse response to chemotherapy (neutropenia/leucopenia) (gemcitabine),
1007,Adverse response to chemotherapy (neutropenia/leucopenia) (docetaxel),
1008,Adverse response to chemotherapy (neutropenia/leucopenia) (all topoisomerase inhibitors),
1009,Adverse response to chemotherapy (neutropenia/leucopenia) (camptothecin),
1010,Adverse response to chemotherapy (neutropenia/leucopenia) (etoposide),
1011,Adverse response to chemotherapy (neutropenia/leucopenia) (paclitaxel + carboplatin),
1012,Blood pressure,
1013,Infantile hypertrophic pyloric stenosis,
1014,Age-related macular degeneration (smoking status interaction),
1015,Epilepsy (remission after treatment),
1016,Otitis media (chronic/recurrent),
1017,Blood trace element (Zn levels),
1018,Blood trace element (Cu levels),
1019,Cardiovascular heart disease in diabetics,
1020,Airway hyperresponsiveness,
1021,Orthostatic hypotension,
1022,Sleep time,
1023,Sleep quality,
1024,Sleep depth,
1025,Insomnia,
1026,Adolescent idiopathic scoliosis (severe),
1027,Nicotine use,
1028,Illicit drug use,
1029,Non-substance related behavioral disinhibition,
1030,Mesial temporal lobe epilepsy with hippocampal sclerosis,
1031,Reading and spelling,
1032,Adverse response to chemotherapy in breast cancer (alopecia),
1033,End-stage renal disease in Type 1 diabetics,
1034,Systolic blood pressure in sickle cell anemia,
1035,Fat body mass,
1036,Serum alkaline phosphatase levels,
1037,Recombination measurement (males),
1038,Recombination measurement (females),
1039,Social autistic-like traits,
1040,Bronchopulmonary dysplasia,
1041,Homeostasis model assessment of beta-cell function (dietary factor interaction),
1042,Homeostasis model assessment of insulin resistance (dietary factor interaction),
1043,Fasting insulin (dietary factor interaction),
1044,Inflammatory biomarkers,
1045,Tooth agenesis (third molar),
1046,Glycemic traits (pregnancy),
1047,Homoarginine levels,
1048,Autism,
1049,Metabolite levels (Pyroglutamine),
1050,Metabolite levels  (X-11787),
1051,Metabolite levels (Dihydroxy docosatrienoic acid),
1052,Periodontitis (DPAL),
1053,Periodontitis (CDC/AAP),
1054,Periodontitis (PAL4Q3),
1055,Periodontitis (Mean PAL),
1056,Behavioural disinhibition (generation interaction),
1057,Blood pressure measurement (cold pressor test),
1058,Metabolic traits,
1059,Bone mineral density (hip),
1060,AIDS progression,
1061,Kawasaki disease,
1062,Creutzfeldt-Jakob disease,
1063,Fasting plasma glucose,
1064,Response to treatment for acute lymphoblastic leukemia,
1065,Essential tremor,
1066,Asthma (toluene diisocyanate-induced),
1067,Eosinophil counts,
1068,Myocardial infarction (early onset),
1069,Carotenoid and tocopherol levels,
1070,Body mass (lean),
1071,Biochemical measures,
1072,Folate pathway vitamin levels,
1073,Biomedical quantitative traits,
1074,Attention deficit hyperactivity disorder (time to onset),
1075,Renal function and chronic kidney disease,
1076,Menarche and menopause (age at onset),
1077,Testicular cancer,
1078,Quantitative traits,
1079,Adiposity,
1080,Obesity (extreme),
1081,Cutaneous nevi,
1082,Follicular lymphoma,
1083,Cardiac structure and function,
1084,Response to hepatitis C treatment,
1085,Esophageal cancer,
1086,Obesity and osteoporosis,
1087,Soluble E-selectin levels,
1088,Leisure-time exercise behaviour,
1089,AIDS,
1090,Speech perception in dyslexia,
1091,Iron status biomarkers,
1092,Hematological parameters,
1093,Other erythrocyte phenotypes,
1094,Hemoglobin,
1095,Paraoxonase activity,
1096,Serum ceruloplasmin levels,
1097,Metabolite levels (HVA),
1098,Metabolite levels (5-HIAA),
1099,Metabolite levels (MHPG),
1100,Metabolite levels (5-HIAA/ MHPG Ratio),
1101,Metabolite levels (HVA/5-HIAA ratio),
1102,Metabolite levels (HVA/MHPG ratio),
1103,Metabolite levels (HVA-5-HIAA Factor score),
1104,Blood protein levels,
1105,Heart rate variability traits (pvRSA/HF),
1106,Familial hepatitis B virus-related hepatocellular carcinoma,
1107,Lung cancer in never smokers,
1108,Attention deficit hyperactivity disorder symptoms (maternal expressed emotions interaction),
1109,Cortisol levels (saliva),
1110,Neovascular age-related macular degeneration,
1111,Conduct disorder (maternal expressed emotions interaction),
1112,Uterine fibroids,
1113,Itch intensity from mosquito bite adjusted by bite size,
1114,"Coronary artery disease (myocardial infarction, percutaneous transluminal coronary angioplasty, coronary artery bypass grafting, angina or chromic ischemic heart disease)",
1115,Brain volume in infants (intracranial brain volume),
1116,Brain volume in infants (grey matter),
1117,Brain volume in infants (white matter),
1118,Brain volume in infants (cerebrospinal fluid),
1119,Immunoglobulin light chain (AL) amyloidosis (serum IgG profile),
1120,Immunoglobulin light chain (AL) amyloidosis (serum Ig lambda profile),
1121,Immunoglobulin light chain (AL) amyloidosis (serum Ig light chain only lambda/kappa based profile),
1122,Immunoglobulin light chain (AL) amyloidosis (serum Ig light chain only lambda based profile),
1123,Immunoglobulin light chain (AL) amyloidosis (kidney involvement),
1124,Immunoglobulin light chain (AL) amyloidosis (heart involvement),
1125,Immunoglobulin light chain (AL) amyloidosis (heart and kidney involvement),
1126,Immunoglobulin light chain (AL) amyloidosis (liver involvement),
1127,Lipoprotein phospholipase A2 activity in cardiovascular disease,
1128,Major coronary event in cardiovascular disease (time to event) (darapladib treatment interaction),
1129,Myocardial infarction in cardiovascular disease (time to event) (darapladib treatment interaction),
1130,Total cholesterol levels,
1131,Triglyceride levels,
1132,Coronary atherosclerosis (increased number of diseased vessels) (traffic exposure interaction),
1133,Palmitoleic acid (16:1n-7) levels,
1134,Vaccenic acid (18:1n-7) levels,
1135,Gondoic acid (20:1n-9) levels,
1136,Spontaneous preterm birth (maternal effect),
1137,Blood osmolality (transformed sodium),
1138,Alzheimer's disease in APOE e4- carriers,
1139,Red blood cell density in sickle cell anemia,
1140,Clopidogrel active metabolite levels,
1141,Immune response to measles vaccine (measles-specific neutralising antibody titre),
1142,Plasma estrone conjugates levels in resected early stage estrogen-receptor positive breast cancer,
1143,Estrone conjugates/estrone ratio in resected early stage estrogen-receptor positive breast cancer,
1144,Estrone/androstenedione ratio in resected early stage-receptor positive breast cancer,
1145,Plasma estrone levels in resected estrogen-receptor positive breast cancer,
1146,Plasma androstenedione levels in resected early stage-receptor positive breast cancer,
1147,Rate of cognitive decline in mild cognitive impairment (time interaction),
1148,HIV-associated neurocognitive disorder (mild neurocognitive disorder),
1149,Left ventricular function change in anthracycline treatment,
1150,Waist-to-hip ratio adjusted for BMI (joint analysis main effects and smoking interaction),
1151,Early onset atrial fibrillation,
1152,"Facial morphology (factor 21, depth of nasal alae)",
1153,Bone ultrasound measurement (broadband ultrasound attenuation),
1154,Bone ultrasound measurement (velocity of sound),
1155,Intelligence,
1156,beta-nerve growth factor levels,
1157,Hepatocyte growth factor levels,
1158,Blood pressure traits (multi-trait analysis),
1159,Craniofacial microsomia,
1160,Ovarian clear cell cancer,
1161,Low-grade serous ovarian cancer,
1162,Body mass index (adult),
1163,CTACK levels,
1164,Carotid plaque burden,
1165,Energy expenditure (24h),
1166,Resting metabolic rate,
1167,Nonsyndromic cleft lip with cleft palate,
1168,Vitamin B12 levels,
1169,Lung function (FEV1),
1170,Lung function (FEV1/FVC),
1171,Isovolumetric relaxation time,
1172,Peak velocity of the mitral A-wave,
1173,Ratio of the peak velocity of the mitral E-Wave divided by the peak velocity of the mitral A-wave.,
1174,Left ventricle diastolic internal dimension,
1175,Left ventricular mass,
1176,Pediatric bone mineral content (spine),
1177,Pediatric bone mineral density (hip),
1178,Pediatric bone mineral density (femoral neck),
1179,Alcohol consumption (drinks per week),
1180,Alcohol consumption (drinkers vs non-drinkers),
1181,Lung function (FVC),
1182,Colon cancer,
1183,Peak insulin response,
1184,Insulin secretion rate,
1185,Plasma omega-3 polyunsaturated fatty acid levels (docosapentaenoic acid),
1186,Sporadic neuroblastoma,
1187,Bone fracture in osteoporosis,
1188,BMI (smoking interaction),
1189,Spontaneous dizygotic twinning,
1190,Waist circumference adjusted for BMI (smoking interaction),
1191,Alanine aminotransferase (ALT) levels after remission induction therapy in actute lymphoblastic leukemia (ALL),
1192,Diisocyanate-induced asthma,
1193,HDL cholesterol levels,
1194,Skin pigmentation,
1195,Paneth cell defects in Crohn's disease,
1196,Forced expiratory volume in 1 second (environmental tobacco smoke interaction),
1197,Hyperuricemia,
1198,"1,5-anhydroglucitol levels",
1199,P wave terminal force,
1200,Resistance to Mycobacterium tuberculosis in HIV-positive individuals measured by a negative tuberculin skin test (continuous),
1201,Ease of getting up in the morning,
1202,Daytime nap,
1203,Fear of minor pain,
1204,Daytime sleepiness,
1205,Narcolepsy,
1206,Obsessive-compulsive disorder or autism spectrum disorder,
1207,Facial emotion recognition (sad faces),
1208,Facial emotion recognition (angry faces),
1209,Facial emotion recognition (happy faces),
1210,Facial emotion recognition,
1211,Facial emotion recognition (fearful faces),
1212,Lymphocyte counts,
1213,Lymphocyte percentage of white cells,
1214,Immunoglobulin A vasculitis,
1215,Myeloid white cell count,
1216,Monocyte percentage of white cells,
1217,Differentiated thyroid cancer,
1218,Papillary thyroid cancer,
1219,Neutrophil percentage of granulocytes,
1220,Perceived unattractiveness to mosquitoes,
1221,Itch intensity from mosquito bite,
1222,Mosquito bite size,
1223,Verbal memory performance (immediate recall change),
1224,Verbal memory performance (immediate recall level),
1225,Verbal memory performance (residualized delayed recall level),
1226,Verbal memory performance (residualized delayed recall change),
1227,Myocardial infarction in darapladib-treated cardiovascular disease (time to event),
1228,Major coronary event in darapladib-treated cardiovascular disease (time to event),
1229,Diarrhoea in darapladib-treated cardiovascular disease (time to event),
1230,Major coronary event in placebo-treated cardiovascular disease (time to event),
1231,Autoimmune thyroid diseases (Graves disease or Hashimoto's thyroiditis),
1232,Hashimoto thyroiditis,
1233,Advanced age-related macular degeneration,
1234,Rheumatoid arthritis (ACPA-negative),
1235,Dupuytren's disease,
1236,Preterm birth (maternal effect) (maternal pre-pregnancy BMI interaction),
1237,IgG bisecting N-acetyl glucosamine phenotypes (multivariate analysis),
1238,IgG disialylation phenotypes (multivariate analysis),
1239,IgG fucosylation phenotypes (multivariate analysis),
1240,IgG galactosylation phenotypes (multivariate analysis),
1241,IgG monogalactosylation phenotypes (multivariate analysis),
1242,IgG monosialylation phenotypes (multivariate analysis),
1243,Skin aging (microtopography measurement),
1244,Reticulocyte count,
1245,Insomnia complaints,
1246,Plateletcrit,
1247,Platelet distribution width,
1248,Plasma t-tau levels,
1249,Venlafaxine response in generalised anxiety disorder (responders vs non-responders after 24 weeks),
1250,Venlafaxine response in generalised anxiety disorder (responders vs non-responders after 12 weeks),
1251,Venlafaxine response in generalised anxiety disorder (remitters vs non-remitters after 24 weeks),
1252,Venlafaxine response in generalised anxiety disorder (remitters vs non-remitters after 12 weeks),
1253,Nevirapine-induced hypersensitivity in HIV,
1254,Venlafaxine response in generalised anxiety disorder (HAMA-A score reduction after 24 weeks),
1255,Nevirapine-induced hypersensitivity in HIV (Stevens-Johnson syndrome or toxic epidermal necrosis),
1256,Nevirapine-induced hypersensitivity in HIV (drug-induced liver injury),
1257,Obstetric antiphospholipid syndrome,
1258,"B-cell malignancies (chronic lymphocytic leukemia, Hodgkin lymphoma or multiple myeloma) (pleiotropy)",
1259,Incident atrial fibrillation,
1260,Prevalent atrial fibrillation,
1261,Gait speed in old age,
1262,Executive inhibition (Stroop WIT and CIT) in attention deficit hyperactivity disorder,
1263,Monocyte-lymphocyte ratio,
1264,Aggressive periodontitis,
1265,Residual cognition,
1266,Methadone dose in opioid dependence,
1267,White blood cell count (monocyte),
1268,White blood cell count (lymphocyte),
1269,White blood cell count (eosinophil),
1270,White blood cell count (neutrophil),
1271,Resistance to antihypertensive treatment in hypertension,
1272,"Facial morphology (factor 5, width of mouth relative to central midface)",
1273,"Facial morphology (factor 6, height of vermillion lower lip)",
1274,Rheumatoid arthritis (rheumatoid factor and/or anti-cyclic citrullinated peptide seropositive),
1275,"Facial morphology (factor 7, width of cartilaginous portion of nose)",
1276,"Facial morphology (factor 9, facial height related to vertical position of nasion)",
1277,"Facial morphology (factor 10, width of nasal floor)",
1278,Systolic blood pressure (long-term average),
1279,Diastolic blood pressure (long-term average),
1280,Mean arterial pressure (long-term average),
1281,"Facial morphology (factor 11, projection of the nose)",
1282,"Facial morphology (factor 12, vertical position of sublabial sulcus relative to central midface)",
1283,"Facial morphology (factor 13, vertical position of alar curvature relative to upper lip)",
1284,"Facial morphology (factor 14, intercanthal width)",
1285,"Facial morphology (factor 15, philtrum width)",
1286,Facial morphology (factor 16),
1287,"Facial morphology (factor 17, height of vermillion upper lip)",
1288,HIV-associated neurocognitive disorder,
1289,HIV-associated neurocognitive disorder (mild neurocognitive disorder or asymptomatic neurocognitive impairment),
1290,HIV-associated neurocognitive disorder (asymptomatic neurocogntive impairment),
1291,Facial morphology (factor 23),
1292,Serum galactose-deficient IgA1 levels,
1293,"Facial morphology (factor 3, length of philtrum)",
1294,Neurocognitive impairment in HIV-1 infection (continuous),
1295,Neurocognitive impairment in HIV-1 infection (dichotomous),
1296,Cardiac Troponin-T levels,
1297,Airway responsiveness in chronic obstructive pulmonary disease,
1298,"Facial morphology (factor 1, breadth of lateral portion of upper face)",
1299,"Facial morphology (factor 2, vertical position of orbits relative to midface)",
1300,"Facial morphology (factor 4, facial height related to vertical position of gnathion)",
1301,"Facial morphology (factor 8, orbital inclination due to vertical and horizontal position of exocanthion)",
1302,Facial morphology (factor 18),
1303,Facial morphology (factor 19),
1304,Facial morphology (factor 20),
1305,Facial morphology (factor 22),
1306,Eotaxin levels,
1307,Fibroblast growth factor basic levels,
1308,Granulocyte-colony stimulating factor levels,
1309,Growth-regulated protein alpha levels,
1310,Interferon gamma levels,
1311,Interleukin-1-beta levels,
1312,Interleukin-1-receptor antagonist levels,
1313,Interleukin-2 levels,
1314,Interleukin-2 receptor antagonist levels,
1315,Interleukin-4 levels,
1316,Interleukin-5 levels,
1317,Interleukin-6 levels,
1318,Interleukin-7 levels,
1319,Interleukin-8 levels,
1320,Interleukin-9 levels,
1321,Interleukin-13 levels,
1322,Interleukin-17 levels,
1323,Interferon gamma-induced protein 10 levels,
1324,Interleukin-12p70 levels,
1325,Interleukin-16 levels,
1326,Monocyte chemoattractant protein-3 levels,
1327,Macrophage colony stimulating factor levels,
1328,Macrophage Migration Inhibitory Factor levels,
1329,Monokine induced by gamma interferon levels,
1330,Macrophage inflammatory protein 1a levels,
1331,Macrophage inflammatory protein 1b levels,
1332,Platelet-derived growth factor BB levels,
1333,RANTES levels,
1334,Bipolar disorder (early onset),
1335,Breast cancer (estrogen-receptor positive),
1336,Bone mineral density (total hip),
1337,Bone mineral density (femoral neck),
1338,Bone mineral density (Ward's triangle area),
1339,Late-onset Alzheimer's disease,
1340,Lower facial height,
1341,Facial depth,
1342,Eye morphology,
1343,Nose morphology,
1344,Depression in response to interferon-based therapy in chronic hepatitis C,
1345,Lip morphology,
1346,Cranial base width,
1347,C-reactive protein levels or total cholesterol levels (pleiotropy),
1348,C-reactive protein levels or triglyceride levels (pleiotropy),
1349,C-reactive protein levels or LDL-cholesterol levels (pleiotropy),
1350,C-reactive protein levels or HDL-cholesterol levels (pleiotropy),
1351,"Intracranial, abdominal aortic or thoracic aortic aneurysm (pleiotropy)",
1352,Educational attainment (years of education),
1353,Oral cavity and pharyngeal cancer,
1354,Oral cavity cancer,
1355,Modified Stumvoll Insulin Sensitivity Index (BMI interaction),
1356,Obstructive sleep apnea trait (average respiratory event duration),
1357,Obstructive sleep apnea (average oxygen saturation during sleep),
1358,Educational attainment (college completion),
1359,Dysmenorrheic pain,
1360,Response to bronchodilator in chronic obstructive pulmonary disease (change in FEV1),
1361,Otitis media,
1362,Otitis media (chronic),
1363,Otitis media (recurrent),
1364,Immunoglobulin light chain (AL) amyloidosis,
1365,Vasculitis associated with antineutrophil cytoplasmic antibody reactive to myeloperoxidase,
1366,Depressive symptoms,
1367,"Caffeine metabolism (plasma 3,7-dimethylxanthine (theobromine) level)",
1368,"Caffeine metabolism (plasma 1,7-dimethylxanthine (paraxanthine) level)",
1369,Gut microbiota (functional units),
1370,Gut microbiota (bacterial taxa),
1371,"Caffeine metabolism (plasma 1,3,7-trimethylxanthine (caffeine) level)",
1372,"Caffeine metabolism (plasma 1,3-dimethylxanthine (theophylline) level)",
1373,"Caffeine metabolism (plasma 1,7-dimethylxanthine (paraxanthine) to 1,3,7-trimethylxanthine (caffeine) ratio)",
1374,Bipolar disorder or attention deficit hyperactivity disorder,
1375,Conscientiousness,
1376,Extraversion,
1377,Abdominal aortic aneurysm,
1378,Serum parathyroid hormone levels,
1379,Alcohol consumption (heavy vs. light/non-drinkers),
1380,Pericardial fat,
1381,RR interval (tricyclic/tetracyclic antidepressant use interaction),
1382,QT interval (tricyclic/tetracyclic antidepressant use interaction),
1383,Cisplatin-induced ototoxicity,
1384,Possible neuropathic pain in post total joint replacement surgery for osteoarthritis,
1385,Bortezomib-induced peripheral neuropathy in multiple myeloma,
1386,Glomerular load of uric acid,
1387,Creatinine clearance,
1388,Urinary uric acid to urinary creatinine ratio,
1389,Fractional excretion of uric acid,
1390,Pericardial adipose tissue adjusted for height and weight,
1391,Uric acid clearance,
1392,Visceral adipose tissue/subcutaneous adipose tissue ratio adjusted for BMI,
1393,Exhaled nitric oxide levels,
1394,Exhaled nitric oxide output,
1395,Antineutrophil cytoplasmic antibody-associated vasculitis,
1396,Adiponectin levels in pregnancy,
1397,Emphysema distribution in smoking,
1398,Gallstone disease,
1399,Thiopurine S-methyltransferase activity,
1400,Mathematical ability,
1401,Response to bupropion in depression,
1402,Job-related exhaustion in shift workers,
1403,Subjective well-being,
1404,Life satisfaction,
1405,Positive affect,
1406,Hepcidin levels,
1407,Depression,
1408,"DDT metabolite (p,p'-DDE levels)",
1409,Urinary electrolytes (magnesium/calcium ratio),
1410,Age at first birth,
1411,Number of children ever born,
1412,Cluster headache,
1413,Renal overload gout,
1414,Renal underexcretion gout,
1415,Diabetes in response to antihypertensive drug treatment (treatment strategy interaction),
1416,Mortality in sepsis,
1417,Trans-epidermal water loss,
1418,Systolic blood pressure response to hydrochlorothiazide in hypertension,
1419,Diastolic blood pressure response to hydrochlorothiazide in hypertension,
1420,Sleep duration (oversleepers vs undersleepers),
1421,Hip minimal joint space width,
1422,Carotenoid levels (alpha-carotene),
1423,Fast beta electroencephalogram,
1424,Oropharynx cancer,
1425,Systolic blood pressure change trajectories,
1426,Alzheimer disease and age of onset,
1427,Glaucoma (primary open-angle),
1428,Waist circumference adjusted for body mass index,
1429,Epstein Barr virus nuclear antigen 1 IgG levels or multiple sclerosis,
1430,Epstein Barr virus nuclear antigen 1 IgG levels,
1431,Glaucoma (low intraocular pressure),
1432,Glaucoma (high intraocular pressure),
1433,Glomerular filtration rate in diabetics (creatinine),
1434,Mosaic loss of chromosome Y,
1435,Thrombosis,
1436,Developmental language disorder,
